team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Duke,1Q,2,14,7,3,run,5,successful,0.40,,0.33,0.83,M.Durant,,,R.Davis,,1,,21-M.Durant to BAMA 16 for 5 yards (99-R.Davis).
Duke,1Q,2,15,8,1,run,2,not successful,0.33,,0.29,0.86,Q.Harris,,,L.Ray,R.Davis,0.5,0.5,"18-Q.Harris to BAMA 14 for 2 yards (89-L.Ray,99-R.Davis)."
Duke,1Q,2,16,9,2,pass,,not successful,,0.00,0.25,0.75,,Q.Harris,J.Calhoun,,,,,18-Q.Harris incomplete. Intended for 5-J.Calhoun.
Duke,1Q,2,17,10,3,run,7,not successful,0.29,,0.22,0.78,D.Jackson,,,S.Carter,,1,,25-D.Jackson to BAMA 7 for 7 yards (11-S.Carter).
Duke,1Q,2,18,11,4,run,0,not successful,0.25,,0.20,0.80,D.Jackson,,,R.Davis,S.Lee,0.5,0.5,"25-D.Jackson to BAMA 7 for no gain (99-R.Davis,35-S.Lee)."
Alabama,1Q,3,19,7,1,pass,10,successful,,0.33,0.33,0.50,,T.Tagovailoa,J.Jeudy,J.Blackwell,,1,,13-T.Tagovailoa complete to 4-J.Jeudy. 4-J.Jeudy pushed ob at BAMA 17 for 10 yards (31-J.Blackwell).
Alabama,1Q,3,20,8,1,pass,,not successful,,0.25,0.29,0.43,,T.Tagovailoa,J.Jeudy,,,,,13-T.Tagovailoa incomplete. Intended for 4-J.Jeudy.
Alabama,1Q,3,23,11,2,pass,16,explosive,,0.40,0.38,0.38,,T.Tagovailoa,J.Waddle,K.Quansah,,1,,13-T.Tagovailoa complete to 17-J.Waddle. 17-J.Waddle to BAMA 22 for 16 yards (49-K.Quansah).
Alabama,1Q,3,24,12,3,pass,11,successful,,0.50,0.44,0.33,,T.Tagovailoa,J.Jeudy,M.Carter,,1,,13-T.Tagovailoa complete to 4-J.Jeudy. 4-J.Jeudy pushed ob at BAMA 33 for 11 yards (26-M.Carter).
Alabama,1Q,3,25,13,1,pass,14,successful,,0.57,0.50,0.30,,T.Tagovailoa,J.Jeudy,S.Heyward,,1,,13-T.Tagovailoa complete to 4-J.Jeudy. 4-J.Jeudy pushed ob at BAMA 47 for 14 yards (42-S.Heyward).
Alabama,1Q,3,26,14,1,pass,5,successful,,0.63,0.55,0.27,,T.Tagovailoa,H.Ruggs,S.Heyward,,1,,13-T.Tagovailoa complete to 11-H.Ruggs. 11-H.Ruggs to DUK 48 for 5 yards (42-S.Heyward).
Alabama,1Q,3,27,15,2,pass,,not successful,,0.56,0.50,0.25,,T.Tagovailoa,J.Jeudy,,,,,13-T.Tagovailoa incomplete. Intended for 4-J.Jeudy.
Alabama,1Q,3,28,16,3,run,10,successful,0.50,,0.54,0.31,T.Tagovailoa,,,D.Singleton,,1,,13-T.Tagovailoa pushed ob at DUK 38 for 10 yards (16-D.Singleton).
Alabama,1Q,3,29,17,1,pass,,not successful,,0.50,0.50,0.29,,T.Tagovailoa,H.Ruggs,,,,,13-T.Tagovailoa incomplete. Intended for 11-H.Ruggs.
