team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Texas A&M,1Q,2,19,12,1,Normal,pass,13,successful,,0.50,0.64,0.27,,K.Mond,J.Preston,D.Moses,,1,, 11-K.Mond complete to 5-J.Preston. 5-J.Preston to TXAM 38 for 13 yards (32-D.Moses). 
Texas A&M,1Q,2,20,13,1,Normal,pass,,not successful,,0.44,0.58,0.25,,K.Mond,D.Demas,,,,, 11-K.Mond incomplete. Intended for 1-D.Demas. 
Texas A&M,1Q,2,21,14,2,Normal,run,2,not successful,0.75,,0.54,0.31,A.Smith,,,J.Eboigbe,,1,, 0-A.Smith to TXAM 40 for 2 yards (92-J.Eboigbe). 
Texas A&M,1Q,2,23,16,3,Normal,pass,,not successful,,0.40,0.50,0.29,,K.Mond,C.Lane,,,,, 11-K.Mond incomplete. Intended for 2-C.Lane. 
Alabama,1Q,2,26,5,1,Normal,run,0,not successful,0.33,,0.50,0.75,N.Harris,,,B.Brown,,1,, 22-N.Harris to BAMA 34 for no gain (5-B.Brown). 
Alabama,1Q,2,27,6,2,Normal,pass,1,not successful,,0.50,0.40,0.60,,M.Jones,J.Metchie,J.Jones,,1,, 10-M.Jones complete to 8-J.Metchie. 8-J.Metchie to BAMA 35 for 1 yard (17-J.Jones). 
Alabama,1Q,2,28,7,3,Normal,pass,35,explosive,,0.67,0.50,0.50,,M.Jones,J.Metchie,,,,, 10-M.Jones complete to 8-J.Metchie. 8-J.Metchie to TXAM 30 for 35 yards. 
Alabama,1Q,2,29,8,1,Normal,no play,5,successful,,,0.57,,,,,A.Hansford,D.Richardson,0.5,0.5," 22-N.Harris to TXAM 28 for 2 yards (33-A.Hansford,26-D.Richardson). Team penalty on TXAM, 12 players, 5 yards, enforced at TXAM 30. No Play. "
Alabama,1Q,2,30,9,1,Normal,pass,12,successful,,0.75,0.63,0.43,,M.Jones,M.Forristall,E.Young,,1,, 10-M.Jones complete to 87-M.Forristall. 87-M.Forristall to TXAM 13 for 12 yards (4-E.Young). 
Alabama,1Q,2,31,10,1,Red Zone,pass,4,not successful,,0.60,0.56,0.38,,M.Jones,J.Waddle,J.Jones,,1,, 10-M.Jones complete to 17-J.Waddle. 17-J.Waddle to TXAM 9 for 4 yards (17-J.Jones). 
Alabama,1Q,2,32,11,2,Red Zone,run,3,not successful,0.25,,0.50,0.44,J.Waddle,,,D.Richardson,,1,, 17-J.Waddle to TXAM 6 for 3 yards (26-D.Richardson). 
